[6512,101145] [6060,101718] 
[31472,52128] [31434,52841] 
[31982,52328] [31647,52432] 
[31283,52222] [31331,52376] 
[31697,52612] [31703,52027] 
[31237,52023] [31169,52327] 
[31192,52454] [31713,52793] 
[31169,52327] [31042,52310] 
[31787,52532] [31556,52974] 
[31742,52610] [31718,52503] 
[31891,52200] [31672,52439] 
[31213,52860] [31867,52865] 
[31447,52021] [31283,52222] 
[31762,52967] [31408,52415] 
[31780,52578] [31428,52912] 
[31238,52237] [31443,52313] 
[31766,52735] [31264,52497] 
[31697,52919] [31759,52434] 
[31697,52612] [31408,52545] 
[31647,52432] [31447,52021] 
[31352,52369] [31583,52948] 
[31650,52149] [31972,52830] 
[31331,52376] [31182,52856] 
[31908,52223] [31324,52486] 
[31458,52661] [31833,52360] 
[31192,52454] [31901,52442] 
[31837,52892] [31068,52991] 
[31770,52702] [31237,52023] 
[31490,52925] [31196,52783] 
[31670,52528] [31651,52258] 
[31408,52415] [31426,52871] 
[31220,52111] [31238,52237] 
[31474,52633] [31501,52850] 
[31891,52200] [31650,52149] 
[31283,52222] [31177,52877] 
[31928,52492] [31770,52702] 
[31928,52492] [31182,52058] 
[31433,52840] [31670,52528] 
[31670,52528] [31938,52881] 
[31330,52048] [31614,52598] 
[35118,894390] [35007,894729] 
[35165,894431] [35658,894293] 
[35658,894293] [35206,894578] 
[35118,894390] [35081,894995] 
[35640,894052] [35236,894551] 
[35922,894748] [35651,894986] 
[35716,894573] [35561,894245] 
[35577,894517] [35629,894916] 
[35874,894791] [35469,894912] 
[35165,894431] [35948,894206] 
[35091,894815] [35949,894857] 
[35476,894381] [35247,894890] 
[35445,894170] [35975,894489] 
[35926,894678] [35450,894801] 
[35206,894578] [35171,894166] 
[35208,894646] [35276,894759] 
[35658,894293] [35396,894697] 
[35929,894514] [35168,894055] 
[35376,894774] [35859,894998] 
[35513,894261] [35578,894078] 
[35550,894353] [35181,894287] 
[35445,894170] [35750,894149] 
[35861,894431] [35082,894455] 
[35716,894573] [35473,894274] 
[35450,894801] [35961,894199] 
[35109,894984] [35969,894978] 
[35165,894431] [35020,894694] 
[35896,894367] [35522,894882] 
[35651,894986] [35144,894446] 
[35784,894565] [35093,894608] 
[35643,894465] [35172,894529] 
[35172,894243] [35929,894514] 
[35450,894801] [35855,894363] 
[35487,894226] [35162,894955] 
[35577,894517] [35874,894791] 
[35007,894729] [35678,894676] 
[35321,894538] [35351,894447] 
[35896,894367] [35810,894641] 
[35522,894882] [35231,894187] 
[35948,894206] [35529,894788] 
[35752,894821] [35296,894281] 
[35171,894166] [35109,894984] 
[35666,894486] [35455,894028] 
[35247,894890] [35671,894805] 
[35109,894984] [35617,894015] 
[35989,894320] [35165,894431] 
[35206,894578] [35626,894684] 
[35859,894998] [35074,894253] 
[35109,894984] [35168,894906] 
[35146,894693] [35091,894815] 
[35081,894995] [35753,894899] 
[35671,894805] [35372,894032] 
[35666,894486] [35614,894860] 
[35153,894232] [35747,894680] 
[35082,894455] [35197,894106] 
[35784,894565] [35172,894243] 
[35989,894320] [35928,894097] 
[35617,894015] [35118,894390] 
[35180,894097] [35065,894065] 
[35236,894551] [35487,894226] 
[35643,894888] [35153,894232] 
[35247,894890] [35989,894320] 
[35561,894245] [35550,894353] 
[35172,894243] [35191,894973] 
[35296,894281] [35021,894455] 
[35351,894447] [35208,894646] 
[35109,894984] [35784,894565] 
[35476,894381] [35922,894748] 
[35476,894381] [35577,894517] 
[35450,894801] [35716,894573] 
[35651,894986] [35146,894693] 
[35577,894517] [35640,894052] 
[35450,894801] [35699,894110] 
[35348,894503] [35861,894431] 
[35469,894912] [35183,894394] 
[35981,894112] [35476,894381] 
[35450,894801] [35643,894465] 
[35231,894187] [35705,894479] 
[35445,894170] [35333,894865] 
[35750,894149] [35214,894282] 
[35981,894112] [35180,894097] 
[35922,894635] [35643,894888] 
[35318,894135] [35376,894774] 
[35082,894455] [35752,894821] 
[35007,894432] [35896,894367] 
[35617,894015] [35513,894261] 
[35153,894232] [35926,894678] 
[35550,894353] [35981,894112] 
[35640,894052] [35878,894140] 
[35214,894282] [35007,894432] 
[35476,894381] [35611,894947] 
[35699,894110] [35445,894170] 
[35752,894821] [35947,894124] 
[35180,894097] [35321,894538] 
[35716,894573] [35189,894422] 
[35168,894055] [35666,894486] 
[35318,894135] [35922,894635] 
[35296,894281] [35318,894135] 
[35678,894676] [35253,894777] 
[37955,859978] [37779,859006] 
[37771,859363] [37301,859363] 
[37935,859779] [37993,859790] 
[37335,859759] [37169,859895] 
[37998,859545] [37597,859218] 
[37490,859604] [37601,859227] 
[37481,859168] [37315,859396] 
[37105,859791] [37661,859681] 
[37797,859202] [37508,859080] 
[37661,859681] [37652,859753] 
[37080,859836] [37797,859202] 
[37197,859692] [37771,859363] 
[37741,859022] [37812,859151] 
[37375,859562] [37885,859962] 
[37987,859042] [37253,859083] 
[37183,859589] [37955,859978] 
[37481,859168] [37225,859009] 
[37400,859707] [37955,859666] 
[37043,859742] [37021,859922] 
[37490,859604] [37197,859692] 
[37801,859723] [37490,859604] 
[37058,859493] [37740,859546] 
[37169,859895] [37303,859640] 
[37340,859076] [37058,859493] 
[37097,859880] [37335,859072] 
[37771,859363] [37721,859565] 
[37652,859753] [37033,859029] 
[37601,859227] [37421,859445] 
[37474,859773] [37097,859880] 
[37455,859762] [37043,859742] 
[37372,859563] [37028,859264] 
[37838,859844] [37372,859563] 
[37012,859136] [37455,859762] 
[37512,859248] [37018,859368] 
[37508,859080] [37340,859076] 
[37063,859229] [37652,859864] 
[37512,859248] [37717,859714] 
[37028,859264] [37801,859723] 
[37326,859276] [37323,859540] 
[37375,859562] [37080,859836] 
[37097,859880] [37400,859707] 
[37183,859589] [37262,859135] 
[37669,859134] [37671,859457] 
[37033,859088] [37935,859779] 
[37028,859264] [37610,859495] 
[37018,859368] [37650,859290] 
[37097,859880] [37141,859588] 
[37481,859168] [37012,859136] 
[37225,859009] [37512,859248] 
[37097,859880] [37481,859168] 
[37885,859962] [37474,859773] 
[37601,859227] [37741,859022] 
[37671,859457] [37998,859545] 
[37393,859738] [37279,859882] 
[37080,859836] [37335,859759] 
[37797,859202] [37979,859199] 
[37225,859009] [37105,859791] 
[37097,859880] [37987,859042] 
[37169,859895] [37420,859814] 
[37197,859692] [37015,859055] 
[37962,859965] [37001,859105] 
[37812,859151] [37393,859738] 
[37812,859151] [37608,859654] 
[37601,859227] [37905,859440] 
[37993,859790] [37962,859965] 
[37608,859654] [37375,859562] 
[37197,859692] [37718,859244] 
[37058,859493] [37063,859229] 
[37455,859762] [37769,859470] 
[37197,859692] [37005,859047] 
[37797,859202] [37594,859487] 
[37197,859692] [37326,859276] 
[37033,859029] [37679,859990] 
[37080,859836] [37588,859710] 
[37303,859640] [37271,859945] 
[37105,859791] [37221,859470] 
[37169,859895] [37183,859589] 
[37001,859105] [37807,859567] 
[37001,859105] [37669,859134] 
[37979,859199] [37487,859196] 
[37771,859363] [37033,859088] 
[40042,942357] [40941,942847] 
[40126,942410] [40877,942382] 
[40176,942479] [40695,942139] 
[40993,942826] [40722,942838] 
[40722,942271] [40611,942990] 
[40469,942345] [40380,942913] 
[40585,942257] [40333,942893] 
[40468,942998] [40083,942639] 
[40702,942707] [40502,942141] 
[40383,942133] [40775,942642] 
[40195,942566] [40360,942038] 
[40290,942974] [40072,942591] 
[40195,942566] [40588,942811] 
[40943,942834] [40243,942349] 
[40360,942038] [40245,942467] 
[40687,942346] [40891,942637] 
[40828,942581] [40399,942978] 
[40954,942078] [40585,942257] 
[40591,942803] [40388,942915] 
[40954,942078] [40490,942103] 
[40099,942023] [40226,942203] 
[40943,942834] [40702,942707] 
[40338,942641] [40258,942047] 
[40877,942382] [40260,942189] 
[40360,942038] [40425,942867] 
[40903,942005] [40176,942479] 
[40413,942400] [40816,942690] 
[40502,942141] [40687,942346] 
[40135,942008] [40361,942742] 
[40194,942699] [40188,942178] 
[40243,942349] [40413,942400] 
[40893,942053] [40063,942681] 
[40695,942139] [40468,942998] 
[40695,942139] [40515,942621] 
[40352,942658] [40479,942302] 
[40048,942051] [40570,942636] 
[40611,942990] [40338,942641] 
[40072,942591] [40189,942787] 
[40775,942642] [40569,942300] 
[40063,942547] [40502,942617] 
[40450,942319] [40272,942791] 
[40260,942189] [40705,942874] 
[40993,942826] [40828,942581] 
[40570,942636] [40458,942967] 
[40722,942271] [40352,942658] 
[40194,942699] [40042,942357] 
[40531,942962] [40819,942975] 
[40828,942581] [40891,942023] 
[40750,942233] [40722,942271] 
[40903,942005] [40993,942826] 
[40290,942974] [40490,942239] 
[40135,942008] [40194,942699] 
[40943,942834] [40162,942935] 
[40126,942410] [40663,942722] 
[40425,942867] [40189,942542] 
[40663,942722] [40195,942566] 
[40099,942023] [40048,942051] 
[40490,942239] [40893,942053] 
[40687,942346] [40126,942410] 
[40490,942103] [40750,942233] 
[40352,942658] [40683,942990] 
[40502,942141] [40063,942547] 
[40611,942990] [40002,942568] 
[40663,942722] [40099,942023] 
[40695,942139] [40943,942834] 
[40819,942975] [40556,942531] 
[40383,942133] [40954,942078] 
[40819,942975] [40495,942044] 
[40502,942617] [40456,942405] 
[40941,942847] [40469,942345] 
[40195,942566] [40531,942962] 
[40591,942803] [40450,942319] 
[40585,942257] [40422,942895] 
[40352,942658] [40135,942008] 
[40226,942203] [40591,942803] 
[40490,942103] [40964,942710] 
[40413,942400] [40383,942133] 
[40456,942405] [40290,942974] 
[41631,467589] [41152,467630] 
[41461,467118] [41205,467540] 
[41760,467098] [41935,467481] 
[41461,467118] [41828,467459] 
[41662,467307] [41997,467151] 
[41883,467661] [41659,467245] 
[41765,467601] [41840,467209] 
[41700,467530] [41461,467118] 
[41497,467283] [41250,467058] 
[41828,467459] [41622,467398] 
[41760,467098] [41614,467567] 
[41633,467037] [41893,467630] 
[41493,467596] [41161,467746] 
[41703,467566] [41883,467661] 
[41700,467530] [41760,467098] 
[41461,467118] [41493,467596] 
[41271,467287] [41999,467504] 
[41792,467193] [41130,467028] 
[41643,467840] [41633,467037] 
[41401,467034] [41759,467393] 
[41177,467071] [41236,467459] 
[41622,467398] [41538,467670] 
[41274,467993] [41782,467203] 
[41828,467459] [41538,467476] 
[41581,467787] [41271,467287] 
[41717,467640] [41703,467566] 
[41828,467459] [41555,467917] 
[41407,467295] [41428,467681] 
[41893,467630] [41274,467993] 
[41407,467295] [41490,467610] 
[41548,467273] [41792,467193] 
[41643,467840] [41461,467290] 
[41421,467175] [41581,467787] 
[41631,467589] [41172,467864] 
[41371,467760] [41752,467758] 
[41421,467175] [41979,467138] 
[41581,467787] [41700,467530] 
[41792,467193] [41631,467589] 
[41622,467398] [41371,467760] 
[41979,467138] [41433,467255] 
[41461,467118] [41065,467726] 
[41555,467917] [41401,467034] 
[41717,467640] [41386,467651] 
[41371,467760] [41548,467273] 
[41979,467138] [41407,467295] 
[41659,467245] [41765,467601] 
[41792,467193] [41177,467071] 
[41461,467290] [41662,467307] 
[41792,467193] [41643,467840] 
[41555,467917] [41423,467890] 
[41493,467596] [41717,467640] 
[41271,467287] [41497,467283] 
[53925,999265] [53260,999045] 
[53829,999448] [53227,999798] 
[53974,999590] [53356,999071] 
[53891,999264] [53623,999915] 
[53493,999068] [53366,999102] 
[53621,999085] [53734,999190] 
[53704,999790] [53834,999891] 
[53737,999310] [53974,999590] 
[53857,999041] [53891,999264] 
[53818,999364] [53975,999026] 
[53254,999669] [53108,999927] 
[53891,999264] [53072,999929] 
[53134,999251] [53675,999336] 
[53677,999119] [53857,999041] 
[53829,999645] [53394,999199] 
[53734,999190] [53542,999998] 
[53426,999663] [53677,999575] 
[53145,999282] [53825,999718] 
[53254,999669] [53493,999068] 
[53250,999686] [53755,999381] 
[53829,999448] [53224,999324] 
[53755,999381] [53128,999502] 
[53573,999712] [53037,999998] 
[53946,999103] [53231,999115] 
[53855,999520] [53927,999773] 
[53493,999068] [53438,999600] 
[53366,999102] [53819,999318] 
[53134,999401] [53078,999382] 
[53426,999663] [53724,999981] 
[53676,999395] [53641,999986] 
[53080,999935] [53145,999282] 
[53542,999998] [53086,999018] 
[53897,999542] [53608,999203] 
[53923,999085] [53400,999024] 
[53478,999883] [53925,999265] 
[53885,999038] [53170,999862] 
[53260,999045] [53778,999821] 
[53072,999929] [53841,999715] 
[53819,999318] [53589,999858] 
[53089,999503] [53066,999412] 
[53108,999927] [53809,999889] 
[53169,999736] [53478,999939] 
[53254,999669] [53447,999040] 
[53818,999364] [53089,999503] 
[53676,999395] [53651,999109] 
[53700,999961] [53862,999002] 
[53684,999016] [53137,999507] 
[53840,999570] [53676,999395] 
[53093,999241] [53829,999448] 
[53608,999203] [53277,999125] 
[53078,999382] [53169,999736] 
[53629,999084] [53909,999878] 
[53621,999085] [53621,999424] 
[53819,999318] [53818,999364] 
[53128,999502] [53277,999862] 
[53923,999085] [53193,999105] 
[53839,999858] [53829,999645] 
[53734,999190] [53597,999376] 
[53424,999565] [53872,999832] 
[53651,999109] [53187,999083] 
[53366,999102] [53840,999570] 
[53862,999002] [53448,999095] 
[53138,999721] [53426,999663] 
[53684,999016] [53993,999284] 
[53677,999575] [53700,999961] 
[53589,999858] [53085,999390] 
[53623,999915] [53615,999536] 
[53072,999773] [53480,999238] 
[53925,999265] [53855,999520] 
[53724,999981] [53684,999016] 
[53839,999858] [53645,999272] 
[53334,999001] [53737,999310] 
[53447,999040] [53250,999686] 
[53818,999364] [53424,999565] 
[53675,999862] [53072,999773] 
[53573,999712] [53905,999162] 
[53621,999424] [53254,999669] 
[53643,999668] [53677,999119] 
[53643,999668] [53957,999759] 
[53108,999927] [53885,999428] 
[53089,999503] [53646,999889] 
[53839,999858] [53675,999862] 
[53675,999336] [53334,999001] 
[53841,999715] [53700,999452] 
[53855,999520] [53134,999251] 
[53621,999085] [53478,999883] 
[53438,999600] [53080,999935] 
[53885,999428] [53573,999712] 
[53356,999071] [53717,999692] 
[53093,999241] [53274,999133] 
[53737,999310] [53539,999047] 
[53809,999889] [53946,999103] 
[53573,999712] [53839,999858] 
[53093,999241] [53885,999038] 
[53066,999412] [53897,999542] 
[53855,999520] [53134,999401] 
[53834,999891] [53621,999085] 
[53447,999040] [53138,999721] 
[53539,999047] [53944,999259] 
[53857,999041] [53093,999241] 
[53675,999862] [53821,999058] 
[53927,999773] [53643,999668] 
[53974,999590] [53629,999084] 
[53993,999284] [53923,999085] 
[53608,999203] [53412,999765] 
[53700,999961] [53767,999407] 
[53138,999721] [53677,999784] 
[84045,954356] [84388,954452] 
[84883,954367] [84385,954402] 
[84310,954866] [84687,954171] 
[84317,954914] [84595,954441] 
[84561,954563] [84504,954946] 
[84476,954379] [84943,954877] 
[84042,954317] [84045,954356] 
[84469,954216] [84722,954842] 
[84626,954117] [84334,954620] 
[84883,954367] [84230,954157] 
[84045,954356] [84154,954466] 
[84469,954216] [84007,954463] 
[84998,954586] [84604,954489] 
[84461,954991] [84461,954330] 
[84230,954157] [84681,954567] 
[84476,954379] [84789,954361] 
[84854,954272] [84160,954294] 
[84053,954007] [84469,954216] 
